objectid,filename,title,creator,mine,date,description,subject,location,latitude,longitude,source,format original,format,type,identifier,language,rights,rightsstatement
bay_area_punk_flyers_8161_the_farm_sf_club_1986_1_1_1,bay_area_punk_flyers_8161_7_1.jpg,The Farm SF Club flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1986,Punk flyer from The Farm SF Club documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,Potrero Hill San Francisco,37.7496,-122.4066,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-7-1,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_the_farm_sf_club_1986_1_1_2,bay_area_punk_flyers_8161_7_2.jpg,The Farm SF Club flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1986,Punk flyer from The Farm SF Club documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,Potrero Hill San Francisco,37.7496,-122.4066,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-7-2,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_the_farm_sf_club_1986_1_1_3,bay_area_punk_flyers_8161_7_3.jpg,The Farm SF Club flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1986,Punk flyer from The Farm SF Club documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,Potrero Hill San Francisco,37.7496,-122.4066,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-7-3,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_sf_venues_misc_1985_1986_1,bay_area_punk_flyers_8161_14_1.jpg,San Francisco venues flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1985-1986,Punk venue flyer from San Francisco venues documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,"San Francisco, California",37.7749,-122.4194,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-14-1,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_sf_venues_misc_1985_1986_2,bay_area_punk_flyers_8161_14_2.jpg,San Francisco venues flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1985-1986,Punk venue flyer from San Francisco venues documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,"San Francisco, California",37.7749,-122.4194,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-14-2,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_psychotherapy_1991_1992_4_2_4,cometbus_4_8107_box_4_4.jpg,Psychotherapy 1991 1992,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1991-1992,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder psychotherapy_1991_1992_4_2).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; psyhotherapy,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-4,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_12.jpg,Xerox production materials,"Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,1989,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder xerox_production_materials_1989_updated_3_6.",punk culture; punk zines; DIY publishing; xerox production; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-12,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_13.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"The Austin Chronicle, 4000 N IH-35, Austin, TX 78751, USA",30.3073,-97.7265,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-13,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_14.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"The Austin Chronicle, 4000 N IH-35, Austin, TX 78751, USA",30.3073,-97.7265,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-14,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_15.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"The Austin Chronicle, 4000 N IH-35, Austin, TX 78751, USA",30.3073,-97.7265,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-15,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_16.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"The Austin Chronicle, 4000 N IH-35, Austin, TX 78751, USA",30.3073,-97.7265,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-16,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_18.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-18,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_19.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-19,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_20.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-20,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_21.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Austin American-Statesman, 305 S Congress Ave, Austin, TX 78704, USA",30.2585,-97.7446,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-21,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_22.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Austin American-Statesman, 305 S Congress Ave, Austin, TX 78704, USA",30.2585,-97.7446,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-22,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_23.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"The Austin Chronicle, 4000 N IH-35, Austin, TX 78751, USA",30.3073,-97.7265,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-23,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_24.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"The Austin Chronicle, 4000 N IH-35, Austin, TX 78751, USA",30.3073,-97.7265,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-24,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_25.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"The Austin Chronicle, 4000 N IH-35, Austin, TX 78751, USA",30.3073,-97.7265,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-25,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_26.jpg,"Original mockups, collages, and zine maquettes (pt. 2)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_colleges_and_zine_maquettes_pt_2_ca_1980s_3_3.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-26,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_27.jpg,"Original mockups, collages, and zine maquettes (pt. 2)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_colleges_and_zine_maquettes_pt_2_ca_1980s_3_3.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-27,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_28.jpg,"Original mockups, collages, and zine maquettes (pt. 2)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_colleges_and_zine_maquettes_pt_2_ca_1980s_3_3.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-28,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_29.jpg,"Original mockups, collages, and zine maquettes (pt. 2)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_colleges_and_zine_maquettes_pt_2_ca_1980s_3_3.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-29,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_30.jpg,"Original mockups, collages, and zine maquettes (pt. 2)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_colleges_and_zine_maquettes_pt_2_ca_1980s_3_3.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-30,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_31.jpg,"Original mockups, collages, and zine maquettes (pt. 2)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_colleges_and_zine_maquettes_pt_2_ca_1980s_3_3.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-31,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_33.jpg,"Original mockups, collages, and zine maquettes (pt. 2)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_colleges_and_zine_maquettes_pt_2_ca_1980s_3_3.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-33,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_34.jpg,"Original mockups, collages, and zine maquettes","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_manquettes_ca_1980s_3_4.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-34,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_36.jpg,"Original mockups, collages, and zine maquettes","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_manquettes_ca_1980s_3_4.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-36,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_39.jpg,Xerox show flyers,"Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder xerox_show_flyers_ca_1980s_1_7.",punk rock music; show flyers; live music; DIY promotion; xerox flyers,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-39,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_40.jpg,Xerox show flyers,"Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder xerox_show_flyers_ca_1980s_1_7.",punk rock music; show flyers; live music; DIY promotion; xerox flyers,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-40,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_41.jpg,Xerox zines,"Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder xerox_zines_1980s_3_8.",punk culture; punk zines; xerox zines; underground press; DIY publishing,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-41,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_42.jpg,Xerox zines,"Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder xerox_zines_1980s_3_8.",punk culture; punk zines; xerox zines; underground press; DIY publishing,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-42,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152,keith_busch_ne_ohio_8152_box3_43.jpg,Xerox zines,"Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder xerox_zines_1980s_3_8.",punk culture; punk zines; xerox zines; underground press; DIY publishing,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-43,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
